PropertyID,Property Type,Bldg Subtype,Address,Address 2,Address 3,Address 4,City,State,Zip,Bldg Name,Business Park,Improvement District,Market,Submarket,Micromarket,Bldg Type,Building Sub Type,Building Sub Specialty,Bldg Class,Bldg Sub-class,Bldg Size,Bldg Status,Office s.f.,Retail s.f.,Occ Rate,Available s.f.,Asking Rent,Leasing Company,Management Company,Primary Owner,Bldg Number,County,Township,Metropolitan Division,Latitude,Longitude,Submarket Cluster,Custom Cluster,Area Type,Prime?,Full Block?,Building Location,Most Expensive Street?,Atrium?,View,Owner Occupied?,Corp. HQ?,Tenancy,Stories,Story Type,Average Floor Plate Size,Core Factor Multi-tenant,Core Factor Single-Tenant,Total Unit Count,Average Unit Size,Studio Units,1 Bed Units,2 Bed Units,3+ Bed Units,Ceiling Height Feet,Ceiling Height Inches,Parking Type,Parking Ratio,Parking Spaces,Trailer Spaces,Parking-Reserved cost,Parking-Unreserved cost,OpEx & Taxes,OpEx,OpEx Year,Taxes,Energy-star?,Energy Efficiency,Parcel Number,Zoning,Parcel Size (acres),Broke Ground Date,Broke Ground Quarter,Broke Ground Year,Build Date,Build Quarter,Build Year,Upgrade Date,Upgrade Quarter,Upgrade Year,Renovated Broke Ground Date,Renovated Broke Ground Quarter,Renovated Broke Ground Year,Renovated Date,Renovated Quarter,Renovated Year,Demolished Date,Demolished Quarter,Demolished Year,Construction Type,Amenities,List Price,For Sale Listing Company,For Sale Comments,Mezzanine?,Core Type,Office Column Spacing Width,Office Column Spacing Depth,Free Trade Zone?,In-fill,Subway Service,Adjacent to Intermodal?,Walk Score,Transit Score,Bike Score,Crime Grade,Mixed Use,Expansion Potential,Industrial AC,Crane Comments,PAGI Report,eCommerce?
3194,Office,Creative,1000 W Fulton St,,,,Chicago,Illinois,60607,1K Fulton,,,Chicago,Fulton Market,,Office,Creative,,A,,"538,735",Existing,"538,735",,100%,0,,Zeller Realty Group,,Blackstone Group,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.887479,-87.652557,CBD,,Urban,No,No,,No,No,,No,No,Multi-Tenant,10,Mid-Rise,"53,874",,,,,,,,,,,No Parking,0.76,0,,,,,,,,Yes,No,01-12-108-009-0000,,,1/1/2013,1,2013,1/1/2015,1,2015,,,,,,,1/1/2015,1,2015,,,,Spec redevelopment,,,,,No,Side,,,No,,2 Blocks,No,,,,,,No,,,,No
578403,Office,Creative,1001 W Fulton Market,,,,Chicago,Illinois,60607,1001 W Fulton,,,Chicago,Fulton Market,,Office,Creative,,A,,"15,660",Proposed Short-Term,"13,050","2,610",,0,$41.50,,Sheffield Management,State Teachers Retirement System of Ohio,,Cook,,,41.886499,-87.652449,CBD,,Urban,No,No,,No,No,,Yes- Partial,No,Multi-Tenant,6,Low-Rise,"2,610",,,,,,,,,,,,,,,,,,,,,No,,,DX-5,"3,200",10/8/2018,4,2018,12/1/2019,4,2019,,,,,,,,,,,,,BTS ground-up,,,,,No,,,,No,,,No,,,,,,No,,,,No
28032,Office,Mixed-Use,1007 Church St,,,,Evanston,Illinois,60201,Church Street Office Center,,,Chicago,North Cook County,Evanston,Office,Mixed-Use,,A,,"153,389",Existing,"153,389",,90%,"21,246",$27.50,Transwestern,Trans Union LLC,"Wheaton Property Partners, LLC",,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",42.048543,-87.685769,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,8,Low-Rise,"19,174",,,,,,,,,,,Structured Parking,2.3,251,,,,$13.36,$8.27,2014,$5.09,No,No,17-08-423-005-0000,"B-4, Evanston",,7/1/1982,3,1982,1/1/1984,1,1984,,,,,,,1/1/2010,1,2010,,,,Spec ground-up,,,,,No,Center,,,No,,3 Blocks or More,No,,,,,Retail,No,,,,No
3222,Office,Office,101 E Erie St,,,,Chicago,Illinois,60611,,,,Chicago,North Michigan Avenue,,Office,Office,,A,,"230,704",Existing,,,100%,0,,JLL,,Group RMC,,Cook,,"Chicago-Joliet-Naperville, IL",41.894111,-87.625053,CBD,,Urban,No,No,,No,No,Water,No,No,Multi-Tenant,20,High-Rise,"11,535",,,,,,,,,,,,0.22,50,,,,,,,,No,No,08-05-203-014,"DX-12, Chicago",1,,,,1/1/1984,1,1984,,,,,,,,,,,,,Spec ground-up,,,,,No,,,,No,,Within 1/2 mile,No,99,100,,,,No,,,,No
3223,Office,Office,101 N Wacker Dr,,,,Chicago,Illinois,60606,101 North Wacker,,,Chicago,West Loop,Wacker West,Office,Office,,A,,"599,503",Existing,"599,503",,93%,"40,872",,Colliers International,JLL,Baker Development Corporation,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.883587,-87.636372,CBD,,Urban,No,Yes,,Yes,Yes,Water,No,No,Multi-Tenant,24,High-Rise,"26,600",,,,,,,,,,,No Parking,0.04,25,,,,$15.90,$8.24,2019,$7.66,Yes,No,04-06-201-010-0000,61,,1/1/1978,1,1978,1/1/1980,1,1980,,,,,,,1/1/2009,1,2009,,,,Spec ground-up,Fitness center,,,,No,Center,,,No,,3 Blocks or More,No,,,,,,No,,,,No
28039,Office,Office,1011 Warrenville Rd,,,,Lisle,Illinois,60532,Arboretum Lakes West,,,Chicago,Western East-West,,Office,Office,,A,,"188,675",Existing,"195,426",,86%,"28,900",$50.82,City best management,Senior Housing Properties Trust,NTN Bearing Corporation,,DuPage,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.807045,-88.074165,Suburban,,Suburban,No,No,,No,Yes,,No,No,Multi-Tenant,7,Low-Rise,"26,954",,,,,,,,,,,Surface Lot,3.7,723,,,,$10.09,$7.69,2014,$2.41,Yes,No,12-08-300-005,0-R,,7/1/1996,3,1996,1/1/1998,1,1998,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
585552,Office,Office,1025 Red Oak Ln,,,,Lindenhurst,Illinois,60046,Vista Health System Medical Office Building,,,Chicago,North Lake County,,Office,Office,,A,,"44,684",Existing,,,100%,0,,NAI Hiffman,Wells Fargo,"Ryan Companies US, Inc.",,Lake,,,42.414614,-88.057396,Suburban,,,No,No,,No,No,,No,No,Multi-Tenant,2,Low-Rise,"21,500",,,,,,,,,,,,5,,,,,,,,,No,,16-33-301-009,,5,,,,6/1/2012,2,2012,,,,,,,,,,,,,,,,,,No,,,,No,,,No,30,0,,,,No,,,,No
587842,Office,Office,1025 W Fulton Market,,,,Chicago,Illinois,60607,,,,Chicago,River West,,Office,Office,,A,,"250,000",Proposed Long-Term,,,,"249,997",$32.00,Colliers International,Northwestern University,Atlas Financial Holdings,,Cook,,,41.886655,-87.653115,CBD,,,No,No,,No,No,,,No,Unknown,11,Mid-Rise,"22,727",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,12/1/2020,4,2020,,,,,,,,,,,,,,,,,,No,,,,No,,Within 1 mile,No,96,82,,,,No,,,,No
28051,Office,Office,10255 W Higgins Rd,,,,Rosemont,Illinois,60018,O'Hare International Center II,O'Hare International Office Center,,Chicago,O'Hare,,Office,Office,,A,,"258,971",Existing,"258,971",,93%,"29,382",$31.07,Cushman & Wakefield,JLL,Group RMC,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.996062,-87.882307,Suburban,,Suburban,No,No,,No,Yes,,No,No,Multi-Tenant,9,Low-Rise,"28,775",,,,,,,,,,,Surface Lot,3.6,932,,,,$12.63,$8.05,2014,$4.58,No,No,,B,,1/1/1985,1,1985,1/1/1987,1,1987,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28052,Office,Office,10275 W Higgins Rd,,,,Rosemont,Illinois,60018,O'Hare International Center I,O'Hare International Office Center,,Chicago,O'Hare,,Office,Office,,A,,"257,808",Existing,"257,808",,64%,"68,467",$30.00,Cushman & Wakefield,,Fulcrum Asset Advisors,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.996437,-87.883636,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,9,Low-Rise,"28,645",,,,,,,,,,,Surface Lot,3.6,928,,,,$13.36,$7.88,2014,$5.48,No,No,07-14-200-037-0000,B,,1/1/1982,1,1982,1/1/1984,1,1984,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28055,Office,Office,1033 Skokie Blvd,,,,Northbrook,Illinois,60062,Northbrook Corporate Center II,Combined Centre,,Chicago,North Cook County,,Office,Office,,A,,"150,000",Existing,"128,670",,82%,"57,747",$46.00,R2 Companies,Arden Realty,R2 Companies,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",42.133161,-87.786712,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,6,Low-Rise,"22,838",,,,,,,,,,,Surface Lot,4,600,,,,$17.12,$10.36,2018,$6.76,Yes,No,71-04-34-101-006.000-022,,,7/1/1999,3,1999,1/1/2001,1,2001,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28056,Office,Office,1033 University Pl,,,,Evanston,Illinois,60201,University Place,Evanston Research Park,,Chicago,North Cook County,Evanston,Office,Office,,A,,"55,685",Existing,"55,685",,100%,0,$27.84,Colliers International,,Hamilton Partners,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",42.051098,-87.685918,Suburban,,Suburban,No,No,,No,Yes,,No,No,Multi-Tenant,4,Low-Rise,"13,921",,,,,,,,,,,Surface Lot,10,557,,,,$16.47,$8.41,2014,$8.06,No,No,08-05-400-024,"RP, Evanston",,1/1/1990,1,1990,1/1/1991,1,1991,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,3 Blocks or More,No,,,,,,No,,,,No
540944,Office,Office,10370 Haligus Rd,,,,Huntley,Illinois,60142,Centegra Health MOB,,,Chicago,Northwest,,Office,Office,,A,,"70,122",Existing,,,100%,0,$54.00,First Midwest Group,Columbia Property Trust,Franklin Partners,,McHenry,,,42.17933,-88.400859,Suburban,,,No,No,,No,No,,,No,,4,Low-Rise,"17,531",,,,,,,,,,,,6.42,450,,,,,,,,No,,04-22-102-003-0000,,3,,,,1/1/2017,1,2017,,,,,,,,,,,,,,,,,,No,,,,No,,,No,18,0,,,,No,,,,No
521626,Office,Creative,1040 W Fulton Market,,,,Chicago,Illinois,60607,1040 W Fulton,,,Chicago,Fulton Market,,Office,Creative,,A,,"29,401",Under Construction,,,,"13,976",$44.00,Colliers International,American Landmark Properties Ltd,Golub & Associates,,Cook,,,41.886943,-87.653915,CBD,,,No,No,,No,No,,,No,Multi-Tenant,6,Low-Rise,"6,988",,,,,,,,,15,6,In-Building Above Grade,,17,,,,,,,,No,,02-21-482-001,DX-5,0,,,,9/1/2019,3,2019,,,,,,,,,,,,,,Rooftop area,,,,No,,,,No,,2 Blocks,No,,,,,,No,,,,No
529886,Office,Office,10419 Calumet Ave,,,,Munster,Indiana,46321,Munster Mixed Use 2-Story,,,Chicago,Northwest Indiana,,Office,Office,,A,,"28,954",Proposed Long-Term,,,,"10,000",$20.00,NAI Global,,Office Properties Income Trust,,Lake,,,41.524332,-87.509039,,,,No,No,,No,No,,,No,Multi-Tenant,2,Low-Rise,"14,477",,,,,,,,,,,,0,,,,,,,,,No,,17-16-107-024-0000,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,No,,,,,,No,,,,No
335604,Office,Creative,1045 W Randolph Street,,,,Chicago,Illinois,60607,McDonald's HQ,,,Chicago,Fulton Market,,Office,Creative,,A,,"608,000",Existing,"550,000","48,000",100%,0,$42.00,CBRE,,GlenStar Properties,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.8835,-87.6536,CBD,,Urban,No,No,,No,No,,No,Yes,Single-Tenant,9,Low-Rise,"61,111",,,,,,,,,,,In-Building Above Grade,0.55,40,,,,,,,,Yes,No,03-09-200-018-1019,,,10/1/2016,4,2016,7/1/2018,3,2018,,,,,,,,,,,,,BTS ground-up,,,,,No,Side,,,No,,2 Blocks,No,,,,,,No,,,,No
578402,Office,Mixed-Use,1050-1052 W Fulton Market,,,,Chicago,Illinois,60607,1033-1057 W Fulton Market St,,,Chicago,Fulton Market,,Office,Mixed-Use,,A,,"57,350",Proposed Short-Term,"46,400","10,000",,,,CBRE,Alter Group,"Bank, Keith D Decl Tr",,Cook,,,41.886883,-87.65431,CBD,,Urban,No,No,Mid-Block,No,No,,Yes- Partial,No,Unknown,6,Low-Rise,"9,558",,,,,,,,,,,,,,,,,,,,,No,,17-15-103-001-0000,C3-3 Chicago,0,,,,,,,,,,,,,,,,,,,Spec redevelopment,,,,,No,,,,No,,,No,,,,,,No,,,,No
566836,Office,Office,10801 S Western Ave,,,,Chicago,Illinois,60643,,,,Chicago,South Suburbs,,Office,Office,,A,,"26,001",Proposed Long-Term,,,,"10,000",$30.00,R2 Companies,,Navistar International,,Cook,,,41.697205,-87.681271,Outer Suburbs,,,No,No,,No,No,,,No,,2,Low-Rise,"13,000",,,,,,,,,,,,,,,,,,,,,No,,"17-08-418-007-0000, 17-08-418-005-0000",,1,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,No,80,42,,,,No,,,,No
539173,Office,Office,10805 Corporate Dr,,,,Kenosha,Wisconsin,53158,Gateway At LakeView Corporate Park,Gateway at Lakeview Corporate Park,,Chicago,Southeastern Wisconsin,,Office,Office,,A,,"326,060",Proposed Long-Term,,,,"244,500",,,Mac Management Company,Parkway Bank & Trust Tr 14491 (te),,Kenosha,,,42.519735,-87.945628,,,,No,No,,No,No,,No,No,Multi-Tenant,4,Low-Rise,"326,000",,,,,,,,,,,,,,,,,,,,,No,,06-22-415-027,,,,,,1/1/2020,1,2020,,,,,,,,,,,,,,,,,,No,,,,No,,,No,21,0,,,,No,,,,No
28080,Office,Office,11 E 22nd St,,,,Lombard,Illinois,60148,Imperial Place East,Imperial Place East,,Chicago,Eastern East-West,,Office,Office,,A,,"60,000",Proposed Long-Term,"60,000",,,0,,CBRE,Millbrook Real Estate Company,"Lakeview Realty Investors, LLC",,DuPage,,,41.845475,-88.015203,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,4,Low-Rise,"15,000",,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,Spec ground-up,,,,,No,,,,No,,More than 1 mile,No,,,,,,No,,,,No
28086,Office,Office,1100 E Warrenville Rd,,,,Naperville,Illinois,60563,1100 East Warrenville,Naperville Woods Office Center,,Chicago,Western East-West,,Office,Office,,A,,"219,979",Existing,"219,979",,100%,0,,NAI Hiffman,Sterling Bay,American Landmark Properties Ltd,,DuPage,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.808759,-88.129974,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,4,Low-Rise,"54,995",,,,,,,,,,,Surface Lot,5,1100,,,,$9.27,$7.28,2014,$1.99,No,No,17-08-410-009-0000,"ORI, Naperville",,7/1/1979,3,1979,1/1/1981,1,1981,,,,,,,1/1/2007,1,2007,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28089,Office,Office,1100 N Arlington Heights Rd,,,,Itasca,Illinois,60143,The Pointe At Itasca,Hamilton Lakes,,Chicago,Northwest,,Office,Office,,A,,"148,800",Existing,"148,800",,100%,0,$19.50,R2 Companies,Parkway Realty Services,Briar Meads Capital,,DuPage,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.98632,-88.00473,Suburban,,Suburban,No,No,,No,Yes,,No,No,Multi-Tenant,6,Low-Rise,"24,800",,,,,,,,,,,Surface Lot,3.86,575,,,,$10.81,$7.49,2016,$3.32,Yes,No,02-20-200-008,"B-3, Itasca",,7/1/1997,3,1997,1/1/1999,1,1999,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
578405,Office,Creative,1100 W Fulton Market,,,,Chicago,Illinois,60607,1100 Fulton Market,,,Chicago,Fulton Market,,Office,Creative,,A,,"45,000",Under Construction,"44,880","25,000",,0,$26.50,Lincoln Property Company,ADP Inc/Adp Inc R Singer,Zeller Realty Group,,Cook,,,41.886849,-87.654724,CBD,,Urban,No,Yes,,No,No,,,No,Multi-Tenant,4,Low-Rise,"12,600",,,,,,,,,,,,,,,,,,,,,No,,04-29-300-042-0000,,,,,,7/1/2020,3,2020,,,,,,,7/1/2020,3,2020,,,,Spec redevelopment,,,,,No,,,,No,,,No,,,,,,No,,,,No
335621,Office,Office,1100 W Grand Ave,,,,Chicago,Illinois,60642,,,,Chicago,River West,,Office,Office,,A,,"100,000",Proposed Long-Term,,,,"100,000",,GlenStar Properties,Bulley & Andrews LLC,Hines,,Cook,,,41.891342,-87.655051,CBD,,,No,No,,No,No,,,No,Multi-Tenant,5,Low-Rise,"20,000",,,,,,,,,,,,0.5,50,,,,,,,,No,No,12-02-304-008-0000,,,,,,,,,,,,,,,,,,,,,Spec ground-up,,,,,No,,,,No,,3 Blocks or More,No,,,,,,No,,,,No
28092,Office,Office,1100 W Lake Cook Rd,,,,Buffalo Grove,Illinois,60089,Former FedEx,Buffalo Grove Business Park,,Chicago,North Lake County,,Office,Office,,A,,"96,731",Existing,"96,731",,71%,"27,638",,Lincoln Property Company,"Highland Management Associates, Inc.",Cole Real Estate Income Strategy Daily Nav Inc.,,Lake,,"Lake County-Kenosha County, IL-WI Metropolitan Division",42.153625,-87.978691,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,4,Low-Rise,"24,183",,,,,,,,,,,Surface Lot,5.3,513,,,,$8.89,$6.69,2014,$2.20,Yes,No,03-06-202-011,"I-1, Buffalo Grove",,1/1/1987,1,1987,1/1/1988,1,1988,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28096,Office,Office,1101 Skokie Blvd,,,,Northbrook,Illinois,60062,Northbrook Corporate Center I,Combined Centre,,Chicago,North Cook County,,Office,Office,,A,,"128,670",Existing,"128,670",,53%,"60,752",,JLL,NAI Hiffman,Millbrook Real Estate Company,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",42.132195,-87.786383,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,6,Low-Rise,"21,194",,,,,,,,,13,,Surface Lot,4,400,,,,$17.72,$10.50,2017,$7.22,Yes,No,02-22-203-002,,,7/1/1997,3,1997,1/1/1999,1,1999,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,8,,,,,No,,,,No
608090,Office,Office,1101 W Waveland Ave,,,,Chicago,Illinois,60613,Chicago Cubs Office Building,,,Chicago,Clybourn Corridor,,Office,Office,,A,,"30,000",Existing,,,100%,0,$20.00,Lincoln Property Company,Millbrook Real Estate Company,KBS Realty Advisors,,Cook,,,41.948784,-87.657009,Non-CBD,,,No,No,,No,No,,Yes- Full,Yes,Single-Tenant,5,Low-Rise,"6,000",,,,,,,,,,,,,,,,,,,,,No,,08-05-207-034,,,1/1/2016,1,2016,1/1/2017,1,2017,,,,,,,,,,,,,,,,,,No,,,,No,,,No,,,,,,No,,,,No
543140,Office,Office,1105-1107 W Fulton Market,,,,Chicago,Illinois,60607,,,,Chicago,River West,,Office,Office,,A,,"22,000",Under Construction,,,,0,$27.43,CBRE,Enesco LLC,,,Cook,,,41.886664,-87.654861,CBD,,,No,No,,No,No,,,No,,5,Low-Rise,"4,000",,,,,,,,,,,,,,,,,,,,,No,,06-31-200-041,,0,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,No,96,81,,,,No,,,,No
3395,Office,Creative,111 N Canal St,,,,Chicago,Illinois,60606,111 North Canal,,,Chicago,West Loop,,Office,Creative,,A,,"860,000",Existing,"860,000","31,672",99%,"173,518",$25.14,Clayco Inc.,CBRE,,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.883771,-87.63928,CBD,,Urban,No,No,,No,Yes,Water,No,Yes,Multi-Tenant,16,Mid-Rise,"53,750",0.148,,,,,,,,10,6,"Has parking, but numerous types",0.52,550,,,,$7.94,$5.16,2014,$2.77,Yes,Platinum,04-13-408-019,50,1,1/1/1916,1,1916,1/1/1918,1,1918,,,,,,,1/1/2014,1,2014,,,,Spec redevelopment,Rooftop area,,,,No,Center,21,16,No,,3 Blocks or More,No,,,,,,No,,,,No
28104,Office,Office,111 S Pfingsten Rd,,,,Deerfield,Illinois,60015,111 South Pfingsten,,,Chicago,North Cook County,,Office,Office,,A,,"120,927",Existing,"120,927",,65%,"42,090",$30.21,CBRE,Hines,Geller Capital Partners LLC,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",42.151489,-87.847254,Suburban,,Suburban,No,No,,No,Yes,,No,No,Multi-Tenant,4,Low-Rise,"30,232",,,,,,,,,,,Surface Lot,3.01,364,,,,$13.41,$7.45,2011,$5.96,Yes,No,16-18-300-016,"N/Av, Deerfield",,7/1/1984,3,1984,1/1/1986,1,1986,,,,,,,1/1/2017,1,2017,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
3403,Office,Condo,111 W Illinois St,,,,Chicago,Illinois,60654,One11 West Illinois,,,Chicago,River North,,Office,Condo,,A,,"227,604",Existing,"227,604",,100%,0,$30.21,Wickman Properties,CBRE,Planmeca USA Inc,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.890602,-87.631735,CBD,,Urban,No,No,,No,No,Skyline,No,No,Multi-Tenant,10,Mid-Rise,"24,304",,,,,,,,,,,No Parking,4.58,0,,,,$17.65,$9.20,2011,$8.45,No,No,,Dx-7,,7/1/2006,3,2006,1/1/2008,1,2008,,,,,,,,,,,,,Spec ground-up,"Bar (alcoholic), Business center, Coffee bar, Conference / meeting center, Kitchen",,,,No,Center,,,No,,Within 1 mile,No,,,,,,No,,,,No
28112,Office,Office,1111 W 22nd St,,,,Oak Brook,Illinois,60523,Oakbrook Gateway,Oak Brook Gateway,,Chicago,Eastern East-West,Oak Brook,Office,Office,,A,,"233,166",Existing,"229,756",,92%,"37,592",,NAI Global,,"SoundView Real Estate Partners, LLC",,DuPage,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.8463,-87.946455,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,8,Low-Rise,"20,886",,,,,,,,,,,Structured Parking,3.42,785,,,,$9.11,$7.99,2016,$1.12,Yes,No,10-21-415-032-0000,N,,7/1/1982,3,1982,1/1/1984,1,1984,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
588511,Office,,1111 W Carroll Ave,,,,Chicago,Illinois,60607,1111 W Carroll,,,Chicago,Fulton Market,,Office,,,A,,"535,000",Proposed Long-Term,,,,,$39.00,Cushman & Wakefield,,Stonemont Financial Group,,Cook,,,41.887884,-87.655491,CBD,,,No,No,,No,No,,,No,Multi-Tenant,18,Mid-Rise,"29,722",,,,,,,,,,,,,,,,,,,,,No,,06-28-103-020,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,No,,,,,,No,,,,No
577358,Office,Creative,1114 W Fulton St,,,,Chicago,Illinois,60607,1114 W Fulton,,,Chicago,Fulton Market,,Office,Creative,,A,,"30,000",Under Renovation,"25,000","5,000",100%,"30,000",$21.00,CBRE,Tishman Speyer,Colony Capital,,Cook,,,41.886724,-87.655184,CBD,,,No,No,,No,No,,,No,Multi-Tenant,6,Low-Rise,"5,000",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,7/1/2019,3,2019,,,,,,,7/1/2019,3,2019,,,,,,,,,No,,,,No,,Within 1 mile,No,95,82,,,,No,,,,No
389840,Office,Office,1115 W Fulton St,,,,Chicago,Illinois,60607,1115 W Fulton,,,Chicago,Fulton Market,,Office,Office,,A,,"20,482",Existing,,,100%,"19,737",,MBRE Healthcare,JLL,Janko Realty & Development,,Cook,,,41.886412,-87.655353,CBD,,,No,No,,No,No,,No,No,Multi-Tenant,3,Low-Rise,"11,959",,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,3/1/2019,1,2019,,,,,,,3/1/2019,1,2019,,,,Spec ground-up,,,,,No,Center,,,No,,,No,,,,,,No,,,,No
28124,Office,Office,1130 W Lake Cook Rd,,,,Buffalo Grove,Illinois,60089,Buffalo Grove Business Park V,Buffalo Grove Business Park,,Chicago,North Lake County,,Office,Office,,A,,"67,125",Existing,"67,125",,95%,"7,461",$26.88,NAI Hiffman,,,,Lake,,"Lake County-Kenosha County, IL-WI Metropolitan Division",42.153667,-87.98219,Suburban,,Suburban,No,No,,No,Yes,,No,No,Multi-Tenant,3,Low-Rise,"22,375",,,,,,,,,,,Surface Lot,3.6,242,,,,$10.11,$6.81,2014,$3.30,Yes,No,16-20-100-031,COMMR,,1/1/1985,1,1985,1/1/1986,1,1986,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
350376,Office,Creative,1140 W Fulton St,,,,Chicago,Illinois,60607,1140 West Fulton Market,,,Chicago,Fulton Market,,Office,Creative,,A,,"15,000",Existing,"15,000",,100%,0,$41.75,Fred Kossari,,Sterling Bay,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.887009,-87.655878,CBD,,Urban,No,No,,No,No,,No,No,Multi-Tenant,3,Low-Rise,"5,000",,,,,,,,,,,Surface Lot,0.5,8,,,,,,,,No,No,,C3-3,0,1/1/2005,1,2005,1/1/2006,1,2006,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,2 Blocks,No,,,,,,No,,,,No
350378,Office,Creative,1142 W Madison St,,,,Chicago,Illinois,60607,1142 West Madison,,,Chicago,Fulton Market,,Office,Creative,,A,,"36,000",Existing,"36,000","10,000",62%,"13,683",,Newmark Knight Frank,Hines,Bridge Commercial Real Estate,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.881843,-87.65608,CBD,,Urban,No,No,,No,No,,No,No,Multi-Tenant,4,Low-Rise,"9,000",,,,,,,,,,,No Parking,0.14,0,,,,,,2014,$0.48,No,No,06-29-200-058,DX-3,0,,,,1/1/1893,1,1893,,,,,,,4/1/2015,2,2015,,,,Spec ground-up,,,,,No,Center,,,No,,3 Blocks or More,No,,,,,Retail,No,,,,No
107378,Office,Creative,1155 W Fulton St,,,,Chicago,Illinois,60607,,The Fulton Collection,,Chicago,Fulton Market,,Office,Creative,,A,,"100,008",Under Renovation,"20,000",,100%,"57,110",,Transwestern,,Hinman Company,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.886653,-87.656408,CBD,,Urban,No,No,,No,No,,No,No,Multi-Tenant,4,Low-Rise,"25,002",,,,,,,,,,,Surface Lot,0.64,10,,,,,,,,No,No,17-09-234-028-0000,17-04-400-010-0000,,1/1/1909,1,1909,1/1/1910,1,1910,,,,,,,9/1/2019,3,2019,,,,Spec ground-up,,,,,No,Center,,,No,,2 Blocks,No,,,,,,No,,,,No
28134,Office,Office,120 E Liberty Dr,,,,Wheaton,Illinois,60187,120 Liberty Place,,,Chicago,Western East-West,,Office,Office,,A,,"117,635",Existing,"117,635",,100%,0,,Tishman Speyer,NAI Hiffman,Blackstone Group,,DuPage,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.863926,-88.105713,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,5,Low-Rise,"25,744",,,,,,,,,,,Surface Lot,4.2,494,,,,$7.65,$4.90,2011,$2.75,No,No,12-02-301-010-0000,Mixed Use,,7/1/2006,3,2006,10/1/2008,4,2008,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,Retail,No,,,,No
