PropertyID,Bldg Type,Bldg Subtype,Tenant,Tenant Industry Cluster,Tenant Industry,Tenant Sub Industry,Sublessor Company,Lease Industry Cluster,Lease Industry,Lease Sub Industry,Local Industry,Address,City,State,Zip,Bldg Name,Business Park,Market,Submarket,Micromarket,Bldg Class,Bldg Sub-class,Lease Size,Suite,Floor(s),View Space,Space Use Type,Space Use SubType,Space Condition,Dock Configuration Type,Term (mos),Date on Market,Sign Date,Commencement Date,Move-in Date,Expiration Date,Lease Type,Asking Rent,First Year Rent p.s.f.,Rent Type,Effective Rent p.s.f.,Average Rent p.s.f.,Escalation,Escalation Frequency,Escalation Type,Escalation Amount,Free Rent (mos),Free Rent ($),Free Rent Type,TIs p.s.f.,Improvement Comments,Renewal Option Date,Renewal Option Notification Date,Early Termination Notification Date,Submarket Cluster,Custom Cluster,Bldg Size,Bldg Status,Multi-floor?,Entire floor?,Transaction Type,Footprint,Previous Lease s.f.,Bldg Leasing Company,Agency Broker Company,Tenant Broker Company,Current Landlord,Property Management Company,Amenities,Amenity Comments,Lease Status,Encumbrances ?,Verification,Full Lease?,Followup Required?,Corp. HQ?,Total Lease Value,OpEx and Taxes p.s.f.,Taxes,Insurance,Parking Type,Parking Ratio,Parking Spaces,Parking Reserved Charges,Parking Unreserved Charges,Improvement Allowance Comments,Parking Secured,Construction Type,Construction Materials,Industrial AC,Crane Served?,Crane Count,Crane Capacity,Crane Hook Height,Crane Comments,Broke Ground Date,Build Date,Renovated Date,Latitude,Longitude,Most Expensive Street?,Prior Address,Prior Building Name,Prior Submarket,Tenant SIC Code,Tenant NAICS Code,Lease SIC Code,Lease NAICS Code
3395,Office,Creative,UACJ North America,Professional and Business Services,"Advertising, Communications, PR Marketing and Digital Design, Printers, Exhibitors","Advertising, Communications, PR Marketing and Digital Design, Printers, Exhibitors",,Professional and Business Services,"Advertising, Communications, PR Marketing and Digital Design, Printers, Exhibitors","Advertising, Communications, PR Marketing and Digital Design, Printers, Exhibitors",NA HQ,111 N Canal St,Chicago,Illinois,60606,111 North Canal,,Chicago,West Loop,,A,,,,,,Office,Creative,1st Generation,,,,6/19/2019,,,,Direct,,,Full Service Gross,,,,Annual,Percent,,,,,,,,,,CBD,,"860,000",Existing,No,No,New to Market,Growing,,Tishman Speyer,CBRE,,Hamilton Partners,MBRE,,,Occupied,No,,No,Yes,Yes,,,,,,,,,,,No,Spec redevelopment,,,,,,,,1/1/1916,1/1/1918,1/1/2014,41.883771,-87.63928,No,,,,,,,
28432,Office,Office,Meltwater News,,,,,,,,Sykes,18W140 Butterfield Rd,Oakbrook Terrace,Illinois,60181,One Lincoln Centre,Lincoln Centre,Chicago,Eastern East-West,Oak Brook,A,,"58,436","500,600,1300","5,6,13",,Office,Office,2nd Generation,,72,,6/19/2019,12/1/2019,12/1/2019,11/30/2025,Direct,,$19.00,N,,,Annual 2.50%,Annual,Percent,0.0250,5,,Full Service Gross,$22.00,,,,,Suburban,,"317,525",Existing,No,No,Renewal,Stable,,Colliers International,Telos Group,Bradford Allen,American Landmark Properties Ltd,JLL,,,Signed,No,,No,Yes,No,,$10.96,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1984,1/1/1986,,41.846752,-87.984317,No,18W140 Butterfield Rd,One Lincoln Centre,Eastern East-West,,,,
431129,Office,Creative,US Cellular,Finance,Real Estate,CoWorking/Flexible Space,,Finance,Real Estate,CoWorking/Flexible Space,,1375 W Fulton St,Chicago,Illinois,60607,1375 W Fulton Street,,Chicago,Fulton Market,,A,,"24,000",,,,Office,Creative,,,,,6/17/2019,,,,Direct,,,Full Service Gross,,,,Annual,Percent,,,,,,,,,,CBD,,"315,333",Under Construction,No,Yes,,,,JLL,Zeller Realty Group,,Loeb Partners,JLL,,,Occupied,No,,No,Yes,No,,,,,,,,,,,No,,,,,,,,,,4/1/2020,,41.886245,-87.661834,No,,,,,,,
5206,Office,Mixed-Use,MicroTek,,,,,,,,,425 S Financial Pl,Chicago,Illinois,60605,425 S Financial Place,,Chicago,Central Loop,,A,,786,,17,,Office,Mixed-Use,2nd Generation,,13,,6/13/2019,7/1/2019,7/1/2019,7/31/2020,Direct,,$41.00,Full Service Gross,,,Annual 3.00%,Annual,Percent,0.0300,1,,Full Service Gross,,,,,,CBD,,"1,041,292",Existing,No,No,Renewal,,,Cushman & Wakefield,JLL,CBRE,Sheffield Management,JLL,,,Occupied,No,Verified,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1981,1/1/1984,1/1/2015,41.875732,-87.631973,No,425 S Financial Pl,425 S Financial Place,Central Loop,,,,
4587,Office,Office,First National,,,,,,,,,222 S Riverside Plz,Chicago,Illinois,60606,222 South Riverside,Riverside Plaza,Chicago,West Loop,,A,,"12,808",930,9,,Office,Office,,,120,,6/13/2019,9/1/2019,9/1/2019,8/31/2029,Direct,,$26.00,N,,,Stepped $0.65,Stepped,Amount,0.6500,10,,,$17.90,,9/1/2029,8/31/2028,,CBD,,"1,179,399",Existing,No,No,New to Market,,,CBRE,JLL,Savills,"Fulcrum Asset Advisors, Marvin Herb",Golub & Company,,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1968,1/1/1971,,41.878644,-87.639259,No,,,,,,,
5704,Office,Office,Latham & Watkins,,,,,,,,,70 W Madison St,Chicago,Illinois,60602,Three First National Plaza,,Chicago,Central Loop,,A,,"8,556",3980,39,,Office,Office,1st Generation,,65,,6/12/2019,7/1/2019,7/1/2019,11/30/2024,Direct,,$25.00,N,,,Annual 2.50%,Annual,Percent,0.0250,5,,Full Service Gross,$6.00,,,,,CBD,,"1,439,360",Existing,No,No,New Lease,,,JLL,Newmark Knight Frank,,CIM Group,JLL,,,Occupied,No,Verified,Yes,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1977,1/1/1980,,41.882269,-87.630245,No,,,,,,,
29400,Office,Office,Consulate of India,"Construction, Machinery & Materials",Construction & Building Materials,Industrial Manufacturing,,"Construction, Machinery & Materials",Construction & Building Materials,Industrial Manufacturing,,8755 W Higgins Rd,Chicago,Illinois,60631,8755 West Higgins,O'Hare Plaza,Chicago,O'Hare,,A,,"4,840",960,9,,Office,Office,1st Generation,,65,,6/10/2019,9/1/2019,9/1/2019,1/31/2025,Direct,,$32.00,Full Service Gross,,,Annual $0.50,Annual,Amount,0.5000,5,,Full Service Gross,$36.12,,2/1/2025,5/1/2024,,Suburban,,"232,944",Existing,No,No,New to Market,Growing,,JLL,Hunneman,,Hamilton Partners,Hamilton Partners,,,Occupied,No,,No,Yes,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,7/1/1984,1/1/1986,,41.98712,-87.845824,No,,,,,,,
5243,Office,Office,Solstice Mobile,Education,College & Universities,,,,,,,455 N Cityfront Plaza Dr,Chicago,Illinois,60611,NBC Tower,,Chicago,North Michigan Avenue,,A,,"8,184",950,9,,Office,Office,1st Generation,,63,,6/9/2019,8/1/2019,8/1/2019,10/31/2024,Direct,,$26.00,N,,,Annual 2.50%,Annual,Percent,0.0250,5,,Full Service Gross,$0.00,,11/1/2024,10/31/2023,,CBD,,"896,770",Existing,No,No,Expansion,Growing,,JLL,JLL,,JP Morgan Chase & Company,Zeller Realty Group,,,Occupied,No,Verified,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1986,1/1/1988,,41.889804,-87.621084,No,,,,,,,
3171,Office,Office,Vertex International Inc,Technology,"AI (including predictive analytics. Driverless cars, robotics)",,,Technology,"AI (including predictive analytics. Driverless cars, robotics)",,,100 N Riverside Plz,Chicago,Illinois,60606,Boeing Building,,Chicago,West Loop,,A,,"88,653",,,,Office,Office,,,60,,6/6/2019,2/1/2020,2/1/2020,1/31/2025,Direct,,,Full Service Gross,,,,Annual,Percent,,,,,,,,,,CBD,,"778,574",Existing,No,No,Expansion,,,JLL,US Equities Realty,Cushman & Wakefield,Sheffield Management,JLL,,,Signed,No,Verified,No,Yes,Yes,,,,,,,,,,,No,BTS ground-up,,,,,,,,1/1/1987,1/1/1990,,41.883437,-87.638789,No,,,,,,,
5459,Office,Office,RX Bar,Technology,Hardware (included VR and AR),,,Technology,Hardware (included VR and AR),,,550 W Jackson Blvd,Chicago,Illinois,60661,550 West Jackson,,Chicago,West Loop,,A,,"27,392",1100,11,,Office,Office,1st Generation,,,,6/5/2019,11/1/2019,11/1/2019,,Direct,,,Full Service Gross,,,,Annual,Percent,,,,,,,,,,CBD,,"405,000",Existing,No,Yes,New Lease,Growing,,Golub & Company,JLL,,601W Companies,Hamilton Partners,,,Occupied,No,,No,Yes,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1999,1/1/2001,,41.878299,-87.641727,No,,,,,,,
6219,Office,Office,Chicago Fundamental Investment Partners,,,,,Consumer Products,Personal Products & Household Goods,,,980 N Michigan Ave,Chicago,Illinois,60611,One Magnificent Mile,,Chicago,North Michigan Avenue,,A,,"1,194",1530,15,,Office,Mixed-Use,1st Generation,,39,,6/5/2019,7/1/2019,7/1/2019,9/30/2022,Direct,,$16.00,N,,,Annual $0.50,Annual,Amount,0.5000,3,,Full Service Gross,$0.00,,10/1/2022,9/30/2021,,CBD,,"401,032",Existing,No,No,New to Market,Stable,,GlenStar Properties,Tishman Speyer,,Zeller Realty Group,Colliers International,,,Occupied,No,,Yes,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1978,1/1/1980,,41.900585,-87.624719,No,,,,,,,
4655,Office,Office,Regina Etherton & Associates,Professional and Business Services,Legal Services,Law Firms,,Professional and Business Services,Legal Services,Law Firms,,233 S Wacker Dr,Chicago,Illinois,60606,Willis Tower,,Chicago,West Loop,Wacker West,A,,"69,952",6300,62-63,,Office,Office,2nd Generation,,108,,6/4/2019,3/1/2022,3/1/2022,2/28/2031,Direct,,,N,,,,Annual,Percent,,,,,,,,,,CBD,,"3,781,045",Existing,Yes,Yes,Renewal,Stable,-220,CBRE,JLL,CBRE,"Alcion Ventures L.P., Alcion Ventures",Hines,,,Signed,No,,No,Yes,Yes,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1970,1/1/1973,8/1/2019,41.878859,-87.636016,Yes,233 S Wacker Dr,Willis Tower,West Loop,,,,
4587,Office,Office,White & Case,"Construction, Machinery & Materials",Construction & Building Materials,,,,,,,222 S Riverside Plz,Chicago,Illinois,60606,222 South Riverside,Riverside Plaza,Chicago,West Loop,,A,,"4,877",660,6,,Office,Office,,,120,,6/4/2019,10/1/2019,10/1/2019,9/30/2029,Direct,,$26.00,N,,,Stepped $0.65,Stepped,Amount,0.6500,6,,,$5.00,,,,,CBD,,"1,179,399",Existing,No,No,New to Market,,,Cushman & Wakefield,Newmark Knight Frank,,"Deutsche Asset & Wealth Management, Lincoln Property Company",CBRE,,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1968,1/1/1971,,41.878644,-87.639259,No,,,,,,,
29435,Office,Office,ParkerGale,,,,,,,,,909 Davis St,Evanston,Illinois,60201,909 Davis,,Chicago,North Cook County,Evanston,A,,"4,242",470,4,,Office,,,,88,,6/3/2019,9/1/2019,9/1/2019,12/28/2026,Direct,,$21.00,Full Service Gross,,,Stepped $0.50,Stepped,Amount,0.5000,4,,,$42.00,,,,,Suburban,,"207,743",Existing,No,No,New to Market,,,Hines,Tishman Speyer,JLL,"Fulcrum Asset Advisors, Marvin Herb",Sterling Bay,,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,7/1/2000,1/1/2002,,42.04758,-87.684111,No,,,,,,,
27971,Office,Office,McAndrews Held & Malloy,Professional and Business Services,Business Services,Other,,Professional and Business Services,Business Services,Other,,1 Pierce Pl,Itasca,Illinois,60143,One Pierce Place,Hamilton Lakes,Chicago,Northwest,,A,,"23,310",,4,,Office,Office,,,,,6/1/2019,,,,Direct,,,Full Service Gross,,,,Annual,Percent,,,,,,,,,,Suburban,,"578,737",Existing,No,No,Renewal,,,JLL,JLL,JLL,"Callahan Capital Properties, Ivanhoé Cambridge",Sheffield Management,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1982,1/1/1984,,41.987924,-88.016883,No,1 Pierce Pl,One Pierce Place,Northwest,,,,
4655,Office,Office,BCG,,,,,,,,,233 S Wacker Dr,Chicago,Illinois,60606,Willis Tower,,Chicago,West Loop,Wacker West,A,,"4,563",5300,53-54,,Office,Office,1st Generation,,132,,6/1/2019,6/1/2019,6/1/2019,5/31/2030,Direct,,$31.80,N,,,Annual 2.50%,Annual,Percent,0.0250,10,,Full Service Gross,$100.00,,,,,CBD,,"3,781,045",Existing,No,No,Expansion,Growing,,Zeller Realty Group,JLL,,Fulcrum Asset Advisors,Zeller Realty Group,,,Occupied,No,,No,No,Yes,,$19.06,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1970,1/1/1973,8/1/2019,41.878859,-87.636016,Yes,,,,,,,
29475,Office,Office,Foster & Foster,Finance,"Banks, Savings Institutions & Credit Unions",,,Finance,"Banks, Savings Institutions & Credit Unions",,,9550 W Higgins Rd,Rosemont,Illinois,60018,Pointe O'Hare I,Pointe O'Hare,Chicago,O'Hare,,A,,"26,239",800,8,,Office,Office,1st Generation,,,,6/1/2019,6/1/2019,6/1/2019,,Direct,,,Full Service Gross,,,,Annual,Percent,,,,,,,,,,Suburban,,"270,512",Existing,No,No,Renewal,Stable,,Cushman & Wakefield,JLL,Colliers International,Golub & Company,Hamilton Partners,,,Occupied,No,,No,Yes,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1999,1/1/2001,,41.993845,-87.86435,No,9550 W Higgins Rd,Pointe O'Hare I,O'Hare,,,,
3143,Office,Office,Grand Crossing Capital LLC,,,,,,,,,1 S Wacker Dr,Chicago,Illinois,60606,One South Wacker,,Chicago,West Loop,Wacker West,A,,"3,547",3250,32,,Office,,,,50,,6/1/2019,6/1/2019,6/1/2019,8/30/2023,Direct,,$32.00,Full Service Gross,,,Stepped $0.96,Stepped,Amount,0.9600,0,,,$0.00,,,,,CBD,,"1,195,170",Existing,No,No,New to Market,,,Zeller Realty Group,JLL,,Rubenstein Partners,Zeller Realty Group,,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1979,1/1/1982,,41.88164,-87.636287,Yes,,,,,,,
5243,Office,Office,Feralloy Corporation,Technology,Social Media,,,Technology,Social Media,,North American HQ,455 N Cityfront Plaza Dr,Chicago,Illinois,60611,NBC Tower,,Chicago,North Michigan Avenue,,A,,,,,,Office,Office,,,,,6/1/2019,,,,Direct,,,Full Service Gross,,,,Annual,Percent,,,,,,,,,,CBD,,"896,770",Existing,No,No,New to Market,,,JLL,Cushman & Wakefield,,"Fulcrum Asset Advisors, MJH Corporate Center I LLC",JLL,,,Occupied,No,,No,Yes,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1986,1/1/1988,,41.889804,-87.621084,No,,,,,,,
578405,Office,Creative,Samsung,Consumer Products,Consumer Durables,Consumer Durables,,Consumer Products,Consumer Durables,Consumer Durables,,1100 W Fulton Market,Chicago,Illinois,60607,1100 Fulton Market,,Chicago,Fulton Market,,A,,"12,600",100,1,,Retail,,1st Generation,,180,,6/1/2019,10/1/2020,10/1/2020,9/30/2035,Direct,,$70.00,N,,,Annual 2.50%,Annual,Percent,0.0250,0,,Full Service Gross,$70.00,,,,,CBD,,"45,000",Under Construction,No,Yes,New Lease,Stable,,Telos Group,JLL,,Equus Capital Partners,Tishman Speyer,,,Signed,No,,Yes,No,No,,,,,,,,,,,No,Spec redevelopment,,,,,,,,,7/1/2020,7/1/2020,41.886849,-87.654724,No,222 Merchandise Mart Plz,Merchandise Mart,River North,,,,
431129,Office,Creative,Intelligent Medical Objects,Technology,Managed Application Services,,,Technology,Managed Application Services,,,1375 W Fulton St,Chicago,Illinois,60607,1375 W Fulton Street,,Chicago,Fulton Market,,A,,"51,424",1100,10-11,,Office,Creative,1st Generation,,,,6/1/2019,6/1/2020,6/1/2020,,Direct,,,Full Service Gross,,,,Annual,Percent,,,,,,,,,,CBD,,"315,333",Under Construction,Yes,Yes,New Lease,Growing,,Telos Group,GlenStar Properties,JLL,Fulcrum Asset Advisors,Zeller Realty Group,,,Occupied,No,,No,Yes,No,,,,,,,,,,,No,,,,,,,,,,4/1/2020,,41.886245,-87.661834,No,,,,,,,
4623,Office,Office,H&M Hennes & Mauritz LP,,,,,,,,,227 W Monroe St,Chicago,Illinois,60606,227 West Monroe,The Franklin,Chicago,West Loop,,A,,"20,902",6000,60,,Office,Office,1st Generation,,132,,6/1/2019,10/1/2019,10/1/2019,9/30/2030,Direct,,$35.00,N,,,Annual 2.50%,Annual,Percent,0.0250,10,,Full Service Gross,$105.00,,,,,CBD,,"1,571,000",Existing,No,Yes,Relocation,,,JLL,JLL,CBIZ Gibraltar Real Estate Services LLC,"Hamilton Partners, Bailard, Millbrook Real Estate Company",Transwestern,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1986,1/1/1989,,41.880367,-87.634714,No,155 N Wacker Dr,155 North Wacker,West Loop,,,,
6219,Office,Office,Textura,,,,,,,,,980 N Michigan Ave,Chicago,Illinois,60611,One Magnificent Mile,,Chicago,North Michigan Avenue,,A,,"2,880",1310,,,Office,,,,36,,5/31/2019,6/1/2019,6/1/2019,5/31/2022,Direct,,$16.75,N,,,Stepped $0.50,Stepped,Amount,0.5000,3,,,$0.00,,,,,CBD,,"401,032",Existing,No,No,Renewal,,,Lincoln Property Company,CBRE,X10 Commerical LLC,Blackstone Group,JLL,,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1978,1/1/1980,,41.900585,-87.624719,No,980 N Michigan Ave,One Magnificent Mile,North Michigan Avenue,,,,
28922,Office,Office,Showingtime,Professional and Business Services,Business Services,Other,,Professional and Business Services,Business Services,Other,,4 Corporate Dr,Long Grove,Illinois,60047,Four Corporate,Kemper Lakes Business Center,Chicago,North Lake County,,A,,"189,092",300,1-3,,Office,Office,2nd Generation,,,,5/28/2019,9/1/2023,9/1/2023,,Direct,,,Full Service Gross,,,,Annual,Percent,,,,,,,,,,Suburban,,"189,092",Existing,Yes,Yes,Renewal,Stable,,Zeller Realty Group,JLL,,"Ascentris, Lincoln Property Company",JLL,,,Occupied,No,,No,Yes,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,7/1/1981,1/1/1983,1/1/2012,42.204115,-88.036006,No,4 Corporate Dr,Four Corporate,North Lake County,,,,
4877,Office,Office,Avatar Securities,,,,,,,,,311 S Wacker Dr,Chicago,Illinois,60606,311 South Wacker,,Chicago,West Loop,Wacker West,A,,"9,869",2300,23,,Office,Office,2nd Generation,,60,,5/26/2019,3/28/2019,3/28/2019,3/31/2024,Sublease,,,Full Service Gross,,,,Annual,Percent,,,,,,,,,,CBD,,"1,313,315",Existing,No,No,Relocation,Growing,,Vernon Development,Hines,,Grupo JB,CBRE,,,Occupied,No,,No,Yes,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1987,1/1/1990,,41.877496,-87.636165,Yes,1 S Wacker Dr,One South Wacker,West Loop,,,,
6082,Office,Condo,Geneca LLC,Professional and Business Services,Legal Services,Law Firms,White & Case,Professional and Business Services,Legal Services,Law Firms,,900 N Michigan Ave,Chicago,Illinois,60611,900 Tower Offices,900 N Michigan,Chicago,North Michigan Avenue,,A,,"18,474",1000,10,,Office,Mixed-Use,2nd Generation,,40,,5/22/2019,5/22/2019,5/22/2019,9/30/2022,Sublease,,$22.00,Full Service Gross,,,Annual $0.50,Annual,Amount,0.5000,,,,$0.00,,,,,CBD,,"340,000",Existing,No,No,New to Market,Growing,,Telos Group,JLL,JLL,James Campbell Company,Chicago NBC Tower Lp c/o JLL Americas L.P.,,,Occupied,No,,No,Yes,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1986,1/1/1988,,41.899486,-87.624958,No,,,,,,,
6219,Office,Office,Huizenga Capital Management,,,,,,,,,980 N Michigan Ave,Chicago,Illinois,60611,One Magnificent Mile,,Chicago,North Michigan Avenue,,A,,"3,855",1280,12,,Office,,,,7,,5/22/2019,6/1/2019,6/1/2019,12/31/2019,Direct,,$17.00,Full Service Gross,,,Annual $0.00,Annual,Amount,0.0000,0,,,$0.00,,,,,CBD,,"401,032",Existing,No,No,Renewal,,,Avison Young,JLL,CBRE,"Deutsche Asset & Wealth Management, Lincoln Property Company",JLL,,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1978,1/1/1980,,41.900585,-87.624719,No,980 N Michigan Ave,One Magnificent Mile,North Michigan Avenue,,,,
6219,Office,Office,BCD Travel,Professional and Business Services,General Professional and Business Services,,,,,,,980 N Michigan Ave,Chicago,Illinois,60611,One Magnificent Mile,,Chicago,North Michigan Avenue,,A,,"4,798",,,,Office,,,,72,,5/22/2019,6/1/2019,6/1/2019,5/29/2025,Direct,,$0.00,Full Service Gross,,,Annual $0.00,Annual,Amount,0.0000,0,,,$0.00,,,,,CBD,,"401,032",Existing,No,No,,,,Zeller Realty Group,Newmark Knight Frank,CBRE,Atlas Financial Holdings,JLL,,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1978,1/1/1980,,41.900585,-87.624719,No,,,,,,,
4969,Office,Office,TimeZoneOne,Professional and Business Services,"Architectural, Engineering, Construction, Interior Design, Landscape Architects, Planning Firms","Architecture, Planning, & Design Firm",,,,,,333 W Wacker Dr,Chicago,Illinois,60606,West Wacker 333,,Chicago,West Loop,Wacker West,A,,"3,117",875,8,,Office,,,,30,,5/21/2019,6/1/2019,6/1/2019,11/23/2021,Sublease,,$33.00,NNN,,,Annual 3.00%,Annual,Percent,0.0300,4,,,$0.00,,,,,CBD,,"867,821",Existing,No,No,Expansion,,,Telos Group,Lincoln Property Company,,Zeller Realty Group,McCaffery,,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1980,1/1/1982,,41.886054,-87.635938,Yes,,,,,,,
28590,Office,Office,Hitachi America Ltd,,,,,,,,,2211-2215 S York Rd,Oak Brook,Illinois,60523,Drake Oak Brook Plaza,,Chicago,Eastern East-West,Oak Brook,A,,"5,001",400,4,,Office,,,,84,,5/20/2019,8/1/2019,8/1/2019,7/31/2026,Direct,,$20.50,N,,,Annual 3.00%,Annual,Percent,0.0300,3,,,$0.00,,8/1/2026,8/1/2025,,Suburban,,"252,000",Existing,No,No,Expansion,,,Telos Group,JLL,CBRE,Spear Capital Group,MB Real Estate Services,,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1979,1/1/1981,1/1/1991,41.84657,-87.927655,No,,,,,,,
29105,Office,Office,HY Connect,,,,,,,,,55 Shuman Blvd,Naperville,Illinois,60563,MetroWest,,Chicago,Western East-West,,A,,"12,983",800,8,,Office,,,,65,,5/20/2019,8/1/2019,8/1/2019,12/31/2024,Direct,,$17.00,Full Service Gross,,,Stepped $0.50,Stepped,Amount,0.5000,5,,,$33.54,,1/1/2025,4/5/2024,,Suburban,,"205,055",Existing,No,No,Renewal,,,Zeller Realty Group,JLL,James R Murray & Company,Blackstone Group,JLL,,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,7/1/1984,1/1/1986,1/1/2012,41.805065,-88.143639,No,55 Shuman Blvd,MetroWest,Western East-West,,,,
4518,Office,Creative,Valent BioSciences Corporation,Food & Beverage,Food & Beverage Manufacturing & Processing,,,,,,,212 W Superior St,Chicago,Illinois,60654,212 West Superior,,Chicago,River North,,A,,"1,895",201,,,Office,,,,24,,5/20/2019,7/1/2019,7/1/2019,6/30/2021,Direct,,$30.50,N,,,Annual 2.50%,Annual,Percent,0.0250,0,,,$0.00,,,,,CBD,,"67,984",Existing,No,No,New to Market,,,JLL,JLL,,Zeller Realty Group,"Topco Associates, LLC",,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1919,1/1/1920,1/1/2004,41.895772,-87.635013,No,,,,,,,
28442,Office,Office,Aspen Insurance,,,,,,,,,1901 Butterfield Rd,Downers Grove,Illinois,60515,Esplanade IV,Esplanade at Locust Point,Chicago,Eastern East-West,,A,,"6,797",920,9,,Office,Office,,,65,,5/16/2019,8/1/2019,8/1/2019,12/31/2024,Direct,,$19.00,NNN,,,Stepped $0.50,Stepped,Amount,0.5000,5,,,$0.00,,1/1/2025,3/31/2024,,Suburban,,"278,285",Existing,No,No,Relocation,,,CBRE,Deutsche Asset & Wealth Management,,CIM Group,Transwestern,,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1997,1/1/1999,,41.830365,-88.031317,No,,,,,,,
28249,Office,Office,Wilton Brands,Professional and Business Services,"Architectural, Engineering, Construction, Interior Design, Landscape Architects, Planning Firms",Engineering Firm,,,,,,1450 American Ln,Schaumburg,Illinois,60173,Schaumburg Towers II,Schaumburg Towers,Chicago,Northwest,Schaumburg,A,,"14,018",,18,,Office,,,,84,,5/14/2019,9/1/2019,9/1/2019,8/31/2026,Direct,,$16.25,NNN,,,Stepped $0.50,Stepped,Amount,0.5000,0,,,$67.00,,9/1/2026,8/31/2025,,Suburban,,"440,538",Existing,No,Yes,Renewal,,,Tishman Speyer,Newmark Knight Frank,JLL,Grupo JB,Millbrook Real Estate Company,,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1986,1/1/1988,1/1/2004,42.046811,-88.04392,No,1450 American Ln,Schaumburg Towers II,Northwest,,,,
3136,Office,Office,Berkeley Insurance,,,,,,,,,1 N Franklin St,Chicago,Illinois,60606,PNC Centre at One North Franklin,,Chicago,West Loop,,A,,"1,781",1825,18,,Office,Creative,1st Generation,,39,,5/10/2019,7/1/2019,7/1/2019,9/30/2022,Direct,,$22.50,N,,,Stepped $0.50,Stepped,Amount,0.5000,3,,Full Service Gross,$5.00,,,,,CBD,,"634,747",Existing,No,No,New Lease,,,Tishman Speyer,US Equities Realty,,Millbrook Real Estate Company,Bridge Investment Group,,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1989,1/1/1991,,41.882284,-87.634983,No,,,,,,,
28515,Office,Office,"Singerman Real Estate, LLC",,,,,,,,,2015 Spring Rd,Oak Brook,Illinois,60523,Commerce Plaza II,Commerce Plaza,Chicago,Eastern East-West,Oak Brook,A,,991,222,2,,Office,,,,37,,5/10/2019,10/1/2019,10/1/2019,10/31/2022,Direct,,$25.00,Full Service Gross,,,Stepped $0.63,Stepped,Amount,0.6300,1,,,$0.00,,,,,Suburban,,"168,000",Existing,No,No,Renewal,,,JLL,JLL,JLL,Sheffield Management,JLL,,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,7/1/1978,1/1/1980,1/1/1987,41.850019,-87.946467,No,2015 Spring Rd,Commerce Plaza II,Eastern East-West,,,,
